count_words,count_mentions,count_hashtags,count_capital_words,count_excl_quest_marks,count_urls,Sentiment,clean_text,clean_count_words
10,4,0,0,2,0,0,follow follow,2
24,1,2,0,0,0,0,salesperson soho store matter mani peopl line front not gon na get one iphon,14
17,1,0,0,0,0,0,look outsid see sticki note steve job,7
17,2,0,0,0,0,0,never rest battl court yet tablet not pill,8
19,1,0,0,0,0,0,iphon updat great serious let delet stuff dont want like gamecent steve wont mind,14
14,2,1,0,0,0,0,mine past warranti applecar io,5
13,1,1,1,0,0,0,could put usb femal connector car would dope,8
24,3,1,0,2,0,0,get flash ipad pleas pleas pleas chang mind thank advanc,10
26,2,0,0,0,0,0,perhap time come app call isuck let know app kill batteri life,12
7,2,0,0,0,0,0,min line store pump,4
11,1,0,0,0,0,0,lol support play mari blige wait time,7
12,2,0,2,0,1,0,rt sprint verizon store http co zozruuz,7
27,2,1,0,0,0,0,icloud new need weather stock pre io not hope help,10
23,2,0,0,0,0,0,think want android imessag servic interconnect would care user,9
15,1,0,0,0,0,0,austin domain locat umbrella nice staf properli would better,9
14,2,3,0,1,0,0,bore need new intrigu app ipad suggest yyc,8
21,4,1,0,1,0,0,fix bug thursday done updat thu issu spent fri io,10
24,1,1,1,1,0,0,still old mbp use run lion still like sync,9
20,2,1,0,1,0,0,find peopl stand middl blood soak room say siri told noreallyihearvoic,11
24,1,3,0,1,0,0,siri talk iphon ever know peopl realli truli crazi iphon siri appl,12
12,2,0,0,0,0,0,abl afford mansion one day,5
21,2,0,0,0,0,0,not know think io get make desktop app,8
11,2,0,0,0,0,0,wish hold music play pictur,5
10,2,0,0,0,0,0,yesterday upgrad help madden,4
25,1,0,0,0,0,0,hold last min realli like music select hold music white stripe ray lamontagn,13
20,3,2,0,1,1,0,win ipod touch get hello world babi memori app http co guofuz pampershelloapp,13
11,2,0,2,6,0,0,poor substitut siri yo gimmi siri,6
2,1,0,0,0,0,0,scrappl,1
23,2,0,0,4,0,0,oh no not want love love love lot dough spend otherwis,11
23,1,3,0,0,0,0,one great entrepreneur die steve job pass away heart go famili everyon,12
19,2,0,0,3,0,0,haha tomorrow less hectic caus everyon mom store today,9
18,0,1,0,0,0,1,took month decid tonight chosen googl amazon imag storag solut,10
12,1,3,2,0,0,1,rt today day ic lt android googl samsung,8
25,0,3,1,2,0,1,new nexu look good ui feel bit confus guess android user ok tri googl android nexusprim,16
16,0,1,0,0,1,1,nice trivia game googl help use search better http co iknz,11
17,0,2,0,0,1,1,nice trivia game googl help use search better http co ctudzk fb,12
13,0,2,0,1,1,1,cant build websit get googl websit free http co quyuou,10
18,0,2,1,0,0,1,android ic look pretti good not quit sure worth number leap googl,12
3,1,1,0,0,0,1,googl,1
25,1,4,1,1,1,1,rt android ice cream sandwich googl nexu new avtar http co mtutgx android googl nexu bigmama,16
14,1,2,1,0,0,1,rt excit day ice cream sandwich day googl android,9
20,0,2,1,0,0,1,wow new googl nexu beauti total gon na boost googl market share smart phone market,15
20,0,1,1,0,0,1,hahaha integr data usag manag sucha brilliant way sleek design superb watch video lol googl,15
16,0,2,1,1,0,1,fanci ice cream sandwich googl android wonder work htc desir,10
19,0,3,0,2,1,1,googl ice cream sandwich sound yummi think http co gmsgxcq googl android ice cream sandwich,15
2,0,1,0,8,0,1,googl,1
10,0,2,0,0,0,1,excit day ice cream sandwich day googl android,8
23,0,4,0,1,1,1,android ice cream sandwich googl nexu new avtar http co mswxeo android googl nexu bigmama,15
20,1,2,0,0,1,1,refer googl icecreamsandwich look amaz imo android miss http co renlzgi,11
16,0,3,1,0,1,1,http co qvmun forget phone nice ui like scroll featur android googl nexu,13
13,0,7,0,1,1,1,simpli amaz http co qmgira googl samsung galaxi nexu prime android icecreamsandwich,12
20,0,2,1,1,1,1,googl final unveil much await android os ice cream sandwich sure look good http co snlem,16
16,0,1,0,3,1,1,googl final search log user http http co rauerrtf,9
23,0,5,3,0,0,1,rim realli take debt look googl strategi releas ndk icecreamsandwich hour releas ic,13
15,1,4,1,2,0,1,rt man fallen love galaxi nexu googl samsung galaxynexu android,10
5,0,1,0,3,0,1,doubt googl,2
19,0,3,0,0,1,1,greader share five reason googl win war photoshar http co coqclbr photographi fotografia googl,14
25,1,1,2,0,0,1,rt dear googl want galaxi nexu pleas send email someth know technolog,12
22,1,3,1,0,1,1,rt telegraph report biggest threat facebook power user shift twitter googl http,12
13,0,4,0,0,0,1,sorri appl googl samsung made look bad android king,9
22,0,3,0,0,1,1,telegraph report biggest threat facebook power user shift twitter googl http co jhdtykcv,13
18,0,4,0,1,1,1,facebook power user gone googl twitter telegraph http co vwciovf socialmedia,11
21,0,1,0,0,0,1,not impress much new android updat good sign readabl font emphasi design less nerdi googl,15
11,0,1,0,0,1,1,video googl wallet see wow effect http co mcwvtg,9
19,0,1,0,0,0,1,tweet someth cant rememb spell go straight googl,8
23,0,1,1,0,0,1,dear googl want galaxi nexu pleas send email someth know technolog,11
9,0,3,3,1,0,1,googl android avail samsung nexu,5
22,1,1,0,0,1,1,mayb not effici way brows fun googl releas infinit digit bookcas http co xqzexf,14
17,1,1,0,0,0,1,difficult pass googl consid social seo benefit googl vs facebook,10
15,0,2,0,0,1,1,ice cream sandwich stop carrier bulli smartphon user googl android http co bznynn,13
12,1,1,0,1,0,1,agre hangout googl friggin awesom,5
19,0,2,0,0,2,1,http co plzeevh ice cream sandwich stop carrier bulli smartphon user googl android http co bgkimgjf,16
4,0,3,0,0,0,1,googl galaxynexu icecream great,4
11,0,2,0,2,1,1,next googl nexu phone http co edswoxoc,7
11,0,1,0,0,1,1,googl earth help locat salmonella hotspot http co mczrsdf googl,10
15,0,2,0,0,0,1,thingsweallh person act like know everi fuck thing bitch not googl,11
11,0,3,0,0,0,1,samsung galaxi nexu orbit laser appl iphon wooden stick googl,10
9,0,4,0,0,1,1,want http co srbmvk googl nexu samsung galaxi,8
21,0,3,0,0,0,1,ice cream sandwich realli delici ditch iphon sure googl launch android aka icecreamsandwich,13
3,0,1,0,0,0,1,googl lovin,2
21,0,1,0,0,1,1,samsung googl close collabor push mobil experi forward pleas http co ectfyia googl,13
13,1,3,3,2,0,1,rt final power volum screenshot no root requir googl ic galaxynexu,11
15,0,2,0,0,0,1,want new googl galaxynexu android go fuck,7
9,0,3,0,0,1,1,googl nexu press confer http co wvov slick,8
15,0,1,0,0,0,1,googl get high school colleg appreci,6
24,0,5,1,0,0,1,iscream scream scream android icecreamsandwich job well done googl major game changer mobil os space,15
5,1,1,0,0,0,1,googl alway think ahead,4
11,1,1,0,0,0,1,like googl virtual bookcas thank share,6
24,0,4,0,0,0,1,googl icecreamsandwich reveal get android whenev get new phone keep iphon,11
21,0,3,0,0,1,1,android googl ice cream sandwich featur closer look roboto type face pleasur read http co djspgb dhilipsiva,17
17,0,5,1,0,0,1,fantast work samsung googl galaxynexu superphon new android ic impress,10
17,0,2,0,0,0,1,think work melaleucathewellnesscompani probabl best compani work oh googl,9
3,0,1,0,0,0,1,love googl,2
13,0,2,0,0,1,1,wait ice cream sandwich http co rtdzjqu android googl,9
17,0,2,0,0,1,1,need hookup stop teas googl http co yrwl want new nexu,11
16,0,2,0,0,0,1,well googl icecreamsandwich new accompani phone usual neat noth ground break,11
19,0,3,0,0,1,1,android googl devic frame gener updat galaxi nexu screenshot got prettier http co bwtwz dhilipsiva,15
20,1,3,2,0,1,1,mmm smarterphon rt introduc ice cream sandwich delici new version android http co axlkg ic googl,16
15,0,4,1,1,0,1,excit new android featur awesom android ic googl galaxynexu,9
21,0,2,0,1,0,1,icecreamsandwich went way beyond expect wait get nexu play googl,10
20,1,3,0,0,1,1,check video introduc galaxi nexu simpl beauti beyond smart http co fitizia 透過 android nexu googl,16
13,0,1,0,0,0,1,cream insid clean outsid ice cream phone job googl,9
20,0,1,0,2,1,1,googl great small busi think platform realli benefici featur thought http co fytcyeg,13
21,1,4,2,0,0,1,rt love new present tool googl doc particularli theme ad video via url googl sd edchat ed,17
8,0,1,0,0,1,1,brilliant webgl bookcas googl http co craku,7
13,0,1,0,0,0,1,googl like wife search thing complet sentenc,7
17,0,2,0,0,1,1,android ice cream introduc galaxi nexu simpl beauti beyond smart http co vuwgyxn googl,14
10,0,4,0,0,1,1,http co izhkaiu googl nexu prime lt android,8
16,2,1,1,0,1,1,interest bookcas rt googl releas infinit digit bookcas http co urxjixc,11
7,0,1,0,1,0,1,googl bff rite,3
13,0,1,0,4,0,1,finish faster way googl googl,5
17,0,3,0,0,1,1,good see googl final turn focu user experi http co ayhokgo icecreamsandwich android,13
14,0,3,1,1,0,1,ic look awesom pleas let phone android googl motorola,9
16,0,2,2,4,1,1,iphon almost almost ice cream sandwich ftw http co pehduq android googl,12
15,2,3,1,1,0,1,rt yeah got skype googl twitter need facebook,8
19,0,1,1,1,1,1,go accord http co yaszz googl builtin os nexu line smart move,12
20,0,2,0,2,0,1,oh ye android beam alright made right decis team googl team android,12
19,1,1,0,1,1,1,add profil googl webgl globe project add http co uweyalkb via,11
15,0,2,0,1,0,1,thank android admit ugli new font good start ic googl,10
15,0,3,0,1,1,1,ice cream sandwich face unlock realli work http co sjnbzz icecreamsandwich googl galaxynexu,13
19,1,6,1,2,1,1,readi ice cream sandwich ic nexu googl android siriwho http co cjonncvk android,13
6,0,2,0,0,0,1,mmmm ice cream sandwich android googl,6
15,0,1,0,0,0,1,seen tast googl ice cream sandwich want bite,8
22,1,4,0,3,0,1,probabl best icecreamsandwich yet samsung googl event live blog switch android,11
20,1,2,1,2,0,1,rt android ice cream sandwich make smartphon oper system look outdat androidbeam wo,13
18,0,2,1,0,0,1,instant photo share peopl app best ice cream sandwich imo googl ic,12
21,1,6,0,1,0,1,new android nexu phone make iphon look like cheap toy dollar store tcot android googl realest,16
21,1,2,1,0,1,1,sweet ice cream sandwich rt googl android ice cream sandwich offici detail googl ic http co iuydf,17
18,1,5,0,2,0,1,rais hand want android icecreamsandwich power galaxynexu phone googl samsung,10
13,0,4,0,1,0,1,siri android devic replac iphon appl vs googl,8
15,0,4,0,1,1,1,new googl nexu page live http co zrqoewxi nexu googl android icecreamsandwich,12
16,0,3,1,0,0,1,excit android beam face detect unlock android ic androidbeam googl icecreamsandwich,11
25,0,2,1,1,0,1,use googl linkedin yet essenti tool get compani first page googl contact,12
19,1,3,1,1,0,1,rt thank samsung googl crave ice cream sandwich icecreamsandwich googl samsung,11
15,0,4,1,0,1,1,introduc galaxi nexu simpl beauti beyond smart http co qamjmer android ic googl samsung,14
27,0,2,0,2,0,1,glad googl adopt design philosophi android show soooo much polish wait,11
15,0,3,1,1,0,1,thought android ic excit play new featur android googl,9
12,0,2,0,0,1,1,regist galaxi nexu http co wkioxc android googl,8
12,1,1,2,1,1,1,wow rt webgl infinit bookcas ui http co aijysfho googl,10
6,0,4,0,0,0,1,googl samsung perfect icecream sandwich galaxynexu,6
17,0,3,0,1,0,1,thank samsung googl crave ice cream sandwich icecreamsandwich googl samsung,10
17,0,5,1,2,0,1,love googl releas android os ice cream sandwich samsung android googl icecreamsandwich amaz,13
19,0,2,1,2,0,1,googl ic look awesom wait til get port evo face unlock android googl,13
7,0,2,1,0,0,1,ic sick good work googl team,6
16,0,2,0,0,0,1,got ta say googl got pretti catchi advertis android chrome googl android,12
21,1,2,0,0,0,1,want wonder carri novemb direct purchas googl samsung,8
9,0,3,0,0,0,1,googl nexu realli wan na awesom,6
15,0,4,0,0,0,1,well event time chang pant googl android samsung jizz,9
13,0,2,1,0,0,1,io user ic awesom great job googl,7
16,0,2,1,0,0,1,oh yeah want one googl realli great job ic,9
12,1,2,9,5,0,1,rt liter mind blown away googl samsung,7
15,2,2,1,0,0,1,io user ic awesom great job googl,7
7,0,3,0,1,0,1,googl motorola verizon perfect combin lt,6
22,0,4,0,0,0,1,love introduct googl galaxi nexu ice cream sandwich realli look forward new phone android ic nexu googl,17
17,0,2,5,2,1,1,go go go ice cream sandwich develop android sdk live http co oeurmtlx googl,14
19,0,3,0,2,0,1,android ice cream sandwich make smartphon oper system look outdat androidbeam wowww googl,13
12,0,3,0,1,1,1,galaxi nexu googl android samsung dream team http co rjujsbr,10
8,0,2,0,0,0,1,yumyumyum want ice cream sandwich googl android,7
13,0,3,0,0,1,1,soon get readi parti googl android icecreamsandwich http co ezjczlt,10
17,1,5,1,1,0,1,rt rais hand want android icecreamsandwich power galaxynexu phone googl samsung,11
15,0,3,0,0,0,1,talk good icecreamsandwich look make hungri googl omnomnomnom,8
12,0,2,1,1,0,1,googl nut ic new phone,5
18,0,4,0,1,0,1,iphon user find nearest trash devic correct place android appl googl iphon,12
23,0,5,3,1,0,1,googl samsung galaxi nexu ic press releas done go back regular tweet interv want,14
15,0,5,0,1,0,1,rais hand want android icecreamsandwich power galaxynexu phone googl samsung,10
8,0,2,0,1,0,1,readi ice cream sandwich googl android,6
25,0,3,0,0,0,1,alright well appl got ass kick face googl hard new googl nexu phone brilliant,14
10,0,2,8,5,0,1,liter mind blown away googl samsung,6
19,0,2,1,2,0,1,think androidicecreamsandwich that delici piec sandwich ever get real fast googl,11
20,0,5,0,0,0,1,iphon user reaali feel sorri saw ice cream sandwich android today googl appl android iphon,15
20,0,4,1,0,0,1,pretti big deal samsung googl def wait get hand galaxynexu ic,11
10,0,3,1,3,0,1,not wait new ic phone googl android,7
14,1,2,3,0,0,1,rt dostupan sdk wow googl icecreamsandwich,6
12,0,2,2,0,0,1,dostupan sdk wow googl icecreamsandwich,5
14,0,2,3,2,1,1,omg android sdk avail http co oeurmtlx googl,8
21,0,4,1,0,0,1,new samsungnexu os make iphon look like old bag phone nice job googl samsung,14
25,0,4,0,0,1,1,call market execut houston sign googl train http co vomrz wait week,12
12,0,2,1,0,0,1,android beam share contact articl file game pretti cool googl ic,11
22,0,3,1,0,0,1,slick beam capabl includ android touch devic togeth select beam content transfer googl android ic,15
17,0,4,1,0,0,1,realli dig ui quick respons googl android great polit declin call lol,12
4,0,2,1,0,0,1,goodby bump googl ic,4
21,3,2,0,1,0,1,guy taught googl android design decent phone much metro good job guy,12
23,0,2,1,2,0,1,peopl app ic look promis usual googl good integr differ app make total new user experi,16
17,0,2,0,0,0,1,posit note advanc control data usag realli great idea googl nexu,11
7,0,3,0,0,0,1,googl icecreamsandwich total blow appl ishit away,7
8,0,3,0,0,0,1,love ice cream sandwich android googl samsung,7
15,0,5,0,1,1,1,nerdbon full effect watch samsung googl nexusprim icecreamsandwich live event http co rkkphss,13
17,0,2,0,0,0,1,great live contact manag quick contact card add peopl directli home screen android googl,14
7,0,2,0,0,0,1,googl done icecream sandwich,4
21,0,3,1,0,0,1,new contact app build magazin style layout aggreg contact info multipl sourc slick googl android ic,16
6,0,2,1,0,0,1,nexu prime look nice googl android,6
13,0,4,0,1,0,1,new galaxi nexu video look awesom nexu samsung googl android bit ly nejby,13
19,0,1,0,0,1,1,infinit spiral bookcas googl book look amaz interest see head http co rxwdsn,13
15,0,4,0,0,0,1,new galaxi nexu app improv inbuilt panoram pictur nexu samsung googl android bit ly nejby,15
21,0,2,1,1,0,1,new googl android ice cream sandwich take panorama pictur right box sweet,12
6,1,2,1,0,0,1,rt thingswealllov gt gt googl,5
9,0,3,1,1,0,1,camera app panorama capabl googl android ic,7
7,0,1,0,0,0,1,want googl toy,3
19,0,4,1,1,0,1,good god camera app icecream sandwich amaz camera fast samsung googl android galaxynexu,13
15,0,3,1,0,0,1,better galleri app includ android well googl android ic,9
10,0,2,0,2,0,1,ic shutter speed insan wow two thumb googl,8
11,0,3,2,0,0,1,android final includ photo edit tool googl android ic,9
17,0,4,1,0,0,1,new galaxi nexu os hardwar improv camera zero shutter lag nexu samsung googl android bit ly nejby,17
9,0,2,0,1,0,1,data usag featur look amaz use googl galaxynexu,8
14,0,1,0,0,0,1,wow fast camera galaxi nexu faster think googl,8
20,2,4,1,0,0,1,rt top three play nice score googl salesforc xero cloud play nice report http,14
20,0,3,1,1,0,1,new camera app along zero delay camera galaxi nexu nice googl android ic,13
13,0,5,0,0,0,1,unbeliev data usag info ice cream sandwich icecreamsandwich googland googl android ic,12
18,0,3,2,1,0,1,data usag ic look like need watchdog pro anymor hah android ic googl,13
12,0,4,1,0,0,1,data usag featur look amaz ic android samsung googl galaxynexu,10
8,0,2,0,0,0,1,icecream sandwich look good far android googl,7
6,1,1,0,0,0,1,googl favorit studi guid,4
7,0,2,1,0,0,1,ice cream sandwich look awesom googl ic,7
16,0,4,1,0,0,1,new galaxi nexu os improv data usag tool inbuilt nexu samsung googl android bit ly nejby,16
17,0,4,3,1,1,1,googl android icecream sandwich os nexu prime releas live blog http co lfzkuz technolog hk,15
26,0,1,1,0,0,1,love googl alway show not retard person planet search stupid thing,11
7,1,3,1,1,0,1,rt galaxynexu arriv samsung googl,5
17,0,3,1,1,0,1,new calendar app pinch zoom capabl far superior current one googl android ic,13
19,0,4,0,0,0,1,new galaxi nexu app improv gmail offlin search last day nexu samsung googl android bit ly nejby,17
13,0,3,0,1,0,1,love sync chrome bookmark phone icecreamsandwich googl,7
17,0,3,1,0,0,1,thank god gmail app redesign android convers automat expand googl android ic,12
23,0,1,0,3,0,1,serious still find yellow page ph book doorstep day googl iphon,11
13,1,5,1,0,1,1,excel angrybird googl chrome commerci hd http co llslrxfm via,10
19,0,2,0,0,1,1,watch android announc googl samsung icecream sandwich look realli interest http co oezkiv googl android,15
23,0,1,0,0,1,1,iphon user think samsung nexu galaxi look great ice cream sandwich look fantast http co zidoni googl,17
11,0,3,2,12,0,1,googl chrome sync android devic bookmark nice,7
13,0,3,0,1,0,1,samsung galaxi nexu ice cream sandwich sick android icecreamsandwich googl,10
13,0,3,1,0,0,1,inlin keyboard spell check nice ic nativ voic dictat android googl,11
25,1,4,0,0,1,1,wait get new galaxi nexu icecreamsandwich best yet support googl wallet http co bqmuhxkk via,15
17,0,3,2,0,0,1,ic galaxi nexu smooth respons screen widget navig googl android ic,11
20,0,4,1,0,0,1,new galaxi nexu os improv built ice cream sandwich version android nexu samsung googl android bit ly nejby,18
19,0,3,1,0,0,1,new galaxi nexu os improv stack scroll introduc widget richer content samsung googl android bit ly nejby,17
19,0,2,0,0,0,1,updat live wallpap virtual button disappear full screen mode awesom widget android googl,13
21,0,4,0,0,0,-1,mani googl servic not work googleapp user googleplu profil pluson,10
23,0,1,0,1,0,-1,start doubt googl android polici no releas android sourc sinc curiou opensourc project say least,15
11,0,3,0,0,0,-1,youtub video view still not updat properli googl youtub fail,10
18,0,4,1,2,0,-1,googl realli highlight new font roboto part ic announc android serious,11
14,1,2,1,0,1,-1,rt facebook googl got wrong http co pdbfhf,8
4,0,1,0,0,0,-1,googl realli confus,3
13,0,1,0,0,0,-1,mull googl hmmm aint shore bout nuther social media profil,10
23,1,3,2,0,1,-1,athen review googl doc access show lot work need done http co radwdsw ay ht,15
24,0,1,0,0,0,-1,gon na dump one gmail account not get ton spam get ton fals posit not cool googl,17
17,0,3,0,0,0,-1,awkward moment googl chrome take hell lot time load googleplu googl,11
22,0,3,1,0,1,-1,googl cloud servic blackout threaten cloud user day period august septemb http co gelvrvj tcn,15
14,0,1,0,0,1,-1,googl uphil battl vs facebook sean parker http co lrsxyf googl,11
19,2,3,2,0,1,-1,rt chan chri pool facebook googl wrong http co zixfan via socialmedia,12
12,0,1,0,0,1,-1,lectur note financi econom pdf ebook http co gjqvewn googl,10
6,0,2,1,0,0,-1,hate tron theme googl ic,5
12,0,2,0,1,1,-1,realli googl hypocrit http co nhuyfeh analyt,7
22,0,4,1,0,0,-1,codenam not awesom not hard time take anyth call ice cream sandwich serious googl android sticki melt,17
23,1,6,4,0,0,-1,rt letdown samsung galaxi nexu phone mp camera ic samsung samsunggalaxynexu sgn android googl,14
18,0,2,0,1,0,-1,googl introduc new android tablet call ice cream sandwich singaporean confus,11
23,0,3,1,1,1,-1,ic introduc facial recognit unlock phone howev demo go plan http engt co qkec googl goof android,17
5,0,1,0,1,0,-1,ice cream sandwich realli googl,5
19,1,2,0,0,0,-1,googl terribl present hate terribl camera interfer huge screen behind speaker headach,12
22,0,5,1,1,0,-1,watch galaxynexu announc googl samsung thing keep buy verizon fail,10
19,1,3,0,0,0,-1,tri googl word visigoth appar googl know either caus phone froze,11
11,1,2,1,0,0,-1,rt dear googl samsung learn present first pleas,8
21,0,6,3,0,0,-1,letdown samsung galaxi nexu phone mp camera ic samsung samsunggalaxynexu sgn android googl,13
17,0,1,1,0,0,-1,googl block global ip network site stop evil,8
14,0,3,3,0,0,-1,boo no googlemus news us carrier news price point googl ic android,12
24,0,5,1,1,0,-1,laughabl file googl encrypt search result log maxim data collect,10
3,1,2,0,0,0,-1,googl fail,2
12,1,2,1,0,0,-1,rt dear googl samsung learn present first pleas,8
9,0,2,0,0,0,-1,dear googl samsung learn present first pleas,7
23,1,5,2,0,0,-1,rt background horribl stream samsung googl nexusprim seen adob adobemax,10
10,1,1,10,2,0,-1,heck sourc code wtf googl,5
9,0,2,0,0,0,-1,not greatli impress googl samsung present skill,7
23,0,2,0,0,1,-1,android ice cream sandwich face unlock fail perform recognit demo ed stage googl nexu http co csaefrhc,17
15,0,2,0,1,0,-1,good job googl anyon get shit actual ship infofail,9
6,0,3,0,1,0,-1,need date googl samsung launchfail,5
17,1,1,0,0,0,-1,also googl problem problem santorum elect argument doubl digit loss,10
20,0,4,1,0,0,-1,need talk batteri life impact androidbeam good news googl android ic,11
5,0,2,0,1,0,-1,anoth android demo fail googl,5
11,0,2,0,0,0,-1,bad googl tribut graphic dennisritchi,5
4,0,2,0,0,0,-1,present fail googl samsung,4
15,0,4,1,0,0,-1,googl guy illustr peril live demonstr admir galaxynexu ic android,10
12,0,4,1,0,0,-1,android crash googl quick respons featur googl ic android quickrespons,10
20,0,3,0,1,0,-1,googl advertis adword express bing hmmm know ballmer happi googl alreadi monopoli,12
8,0,1,0,0,0,-1,googl peopl app next revolut stalk,6
12,0,1,0,0,0,-1,first thing googl list hire perform coach,7
8,0,2,0,0,1,-1,samsung googl unveil phone http co hobhbo,7
7,0,2,2,1,0,-1,googl whore samsung ic,4
23,0,3,0,0,0,-1,googl fix pinch zoom android soon might leav fold go cyanogenmod,11
8,0,4,0,0,0,-1,facial recognit fail icecreamsandwich jajajajajajaj facialunlock samsumg googl,8
20,0,3,0,0,1,-1,ouch crash burn android facial recognit icecreamsandwich work present http co vsaszyt googl,13
19,0,4,0,0,1,-1,googl gon na need better beat io android icecreamsandwich googl http co tbnyxp,13
12,1,3,3,3,0,-1,rt face unlock ic liter know face googl galaxynexu fail,10
9,0,3,0,0,0,-1,fail face recognit not work googl samsung,7
13,0,3,0,0,0,-1,face recognit unlock would cool work android googl icecreamsandwich,9
14,0,5,0,0,1,0,googl go http co otbwkxo gplu googleplu googl teamfollowback socialnetwork,10
14,0,3,2,2,0,0,els add add let know tfb taf googl,8
12,0,2,0,1,0,0,anyon found twitter googl tool googl twitter,7
18,0,3,0,0,1,0,googl unveil next iter android icecreamsandwich sever revamp incl facial recognit secur http co xmrzvkav,15
16,0,1,0,0,1,0,googl offer compet groupon live social pittsburgh post gazett http co wwjxvdm googl,13
15,0,2,0,1,1,0,take get job googl recruit http co evjihod,8
15,0,3,0,0,1,0,samsung galaxi nexu android ice cream sandwich unveil http co wwrycm android googl samsung,14
5,0,1,0,0,1,0,http co eclgzsi googl,4
16,0,5,0,0,1,0,googl ice cream sandwich android hand screenshot galleri http co bpzrz,11
21,0,2,0,1,0,0,time ice cream sandwich samsung launch latest android galaxi nexu phone power googl,13
18,0,3,0,0,1,0,theater good ppl guae googl dubai http co ojykycfo,9
14,0,3,0,0,1,0,android googl samsung galaxi nexu offici hand video http co gxrmt dhilipsiva,12
18,1,3,1,0,1,0,rt android ice cream sandwich announc round android googl http co lmuwd neowin,13
16,1,5,1,0,1,0,rt googl go http co ogsxa gplu googleplu googl teamfollowback socialnetwork,11
14,0,3,0,1,1,0,facebook beat googl game http co sijsbm socialmedia,8
14,0,3,0,1,1,0,facebook beat googl game http co xvoncbeb socialmedia,8
21,0,2,1,0,1,0,googl say ic come nexu theoret work devic http co tyhdqam,11
13,0,1,0,0,1,0,unwrap ice cream sandwich galaxi nexu http co pwmfbse googl,10
10,0,1,0,0,0,0,bitch pleas vagina use googl,5
12,0,2,0,0,1,0,googl icecreamsandwich debut iphon set record tech http co trenuyf,10
18,3,4,2,0,1,0,rt new samsung galaxi nexu http co utbpxrsj android samsung googl wow cc,13
10,0,1,0,0,1,0,googl search default encrypt http co rwgkpbgu,7
5,0,1,0,0,1,0,googl http co hkkqmme,4
15,0,1,1,0,1,0,googl default encrypt http search log user googl http co yfzvox,11
12,0,5,0,0,1,0,samsung googl unveil latest android phone use icecreamsandwich http co ehoebmdw,11
21,1,2,2,0,0,0,rt seo tip googl consid first line page import put menu header import text top googl,16
3,1,1,0,0,0,0,lol googl,2
20,2,1,0,0,0,0,sorri butt one rememb call though googl,7
18,0,3,1,0,1,0,android googl android ice cream sandwich sdk avail download http co fuevxx dhilipsiva,13
13,0,5,0,0,1,0,gmusic unit googl music appl io app http co rihepa republish,11
19,0,2,1,0,0,0,seo tip googl consid first line page import put menu header import text top googl,15
14,0,5,0,0,1,0,googl go http co sxmlkarr gplu googleplu googl teamfollowback socialnetwork,10
22,0,2,1,0,1,0,seotip find web page websit index googl simpli googl gt site http co xlsuipa,14
17,2,3,2,0,1,0,rt perk work googl facebook twitter infograph http,8
19,0,3,0,0,1,0,android googl ice cream sandwich final offici expect http co wxhbjxo dhilipsiva,12
20,0,4,0,1,1,0,empir avenu social stock market onlin activ worth http co aklnmkai twitter facebook googl socialmedia,15
17,1,3,1,0,1,0,rt googl show new ice cream sandwich featur googl android http co lljpgma neowin,14
21,0,5,1,0,2,0,perk work googl facebook twitter infograph http co ytkrbp sm socialmedia http co ycwl,14
16,0,2,1,0,1,0,googl begin encrypt search outbound click default ssl search http co vcpte,12
20,1,6,2,0,1,0,rt perk work googl facebook twitter infograph http co kcgbmwf sm socialmedia rede,13
24,1,5,0,1,1,0,seo serp ballmer time googl bing tri bing http co zeaimyi googl yahoo bing,14
22,0,2,0,0,1,0,unwrap ice cream sandwich galaxi nexu cross post offici googl blog bea http co ksvnnr googl mobil,17
13,0,4,0,0,1,0,gmusic unit googl music appl io app http co zefev,10
13,0,4,0,0,1,0,gmusic unit googl music appl io app http co svvfmh,10
18,0,6,1,0,1,0,perk work googl facebook twitter infograph http co kcgbmwf sm socialmedia redessocial,12
17,0,3,0,0,1,0,twitter googl agre realtim search deal computerworld http co xnjno av,11
18,0,2,1,0,1,0,googl begin encrypt search outbound click default ssl search http co cykfjla googl search,14
17,1,1,0,1,1,0,top folk googl see tag cloud http co rplsoee via,10
15,0,2,0,0,1,0,googl unveil new android ice cream sandwich http co uolayiea,10
9,0,1,1,0,0,0,googl dnt understand ơ̴̴͡ ̮ơ̴̴̴͡,5
22,0,7,1,1,1,0,googl flight search threat ota travel meta search market india check http co ruhgljmt news,15
21,1,1,0,0,0,0,think link post suggest googl traffic downward spiral correct novelti,10
18,2,2,1,1,0,0,answer question realli want know ic nexu vs iphon googl appl,11
8,0,3,0,0,0,0,thatsdisrespect like use googl search bing,6
18,0,4,1,0,1,0,samsung galaxi nexu smartphon android ice cream sandwich unveil google… http co ndsbej bt,14
19,1,5,0,1,1,0,galaxi nexu vs iphon smartphon win http co bfqucwt via galaxynexu iphon googl appl ic,15
9,0,1,0,0,1,0,samsung googl unveil phone http co tzjbync googl,8
18,0,4,1,0,0,0,seo tip make sure import keyword high keyword densiti page googl bing yahoo,13
8,0,2,0,1,0,0,android ice cream sandwich android googl,6
17,0,1,0,0,1,0,android ice cream sandwich galaxi nexu everyth need know http co msqsvmdk googl,13
8,0,2,0,0,1,0,new googl nexu gt http co qreijhw,7
